Start Time,End Time,Temperature_Mean,Temperature_Min,Temperature_Max,Temperature_Std,Temperature_Trend,Humidity_Mean,Humidity_Min,Humidity_Max,Humidity_Std,Humidity_Trend,Pressure_Mean,Pressure_Min,Pressure_Max,Pressure_Std,Pressure_Trend,Co2 Gas_Mean,Co2 Gas_Min,Co2 Gas_Max,Co2 Gas_Std,Co2 Gas_Trend,PM2.5_Mean,PM2.5_Min,PM2.5_Max,PM2.5_Std,PM2.5_Trend,PM10_Mean,PM10_Min,PM10_Max,PM10_Std,PM10_Trend
2019-05-20 19:08:34,2019-05-20 19:09:40,22.966050992599992,22.92357746,23.00525734,0.020877390939835608,Stable,33.393420008899994,33.06045426,33.63061776,0.17395883612865015,Stable,972.7791468110001,972.6862629,972.8687352,0.03819906582483059,Stable,626.54,626,628,0.5581354239923779,Stable,3.8119999999999994,3.5,4.0,0.13202387295600376,Stable,8.105,6.8,10.6,0.7585705589655408,Increasing
2019-05-20 19:09:40,2019-05-20 19:10:45,22.916940973,22.89294752,22.93889243,0.008930969632298572,Stable,33.760912098,33.60561211,33.93058674,0.10033470497630088,Stable,972.770840934,972.6941416,972.8414659,0.03251064086660382,Stable,627.37,626,628,0.5441145155760927,Stable,4.049000000000001,3.6,4.3,0.18775386853941287,Stable,9.941,7.6,11.8,1.1457514846800176,Decreasing
2019-05-20 19:10:46,2019-05-20 19:11:52,22.919850817500002,22.89294752,22.94910242,0.013454884756662528,Stable,34.0621031563,33.92560113,34.14560593,0.06496505588451476,Stable,972.7583200490002,972.6905148,972.8372159,0.032625880337167734,Stable,627.78,627,629,0.6447926610605738,Stable,3.669000000000001,3.4,4.2,0.18295829408293401,Stable,8.271999999999998,7.0,9.4,0.6110233178443315,Stable
2019-05-20 19:11:53,2019-05-20 19:12:58,22.955994156599996,22.94399742,22.96952239,0.005637947503123481,Stable,34.2502882202,34.15062686,34.35063711,0.0702143801446143,Stable,972.7625098240002,972.6577438,972.8529755,0.03823667867298175,Stable,628.76,628,630,0.6684823758848748,Stable,3.855,3.5,4.3,0.17254775360093008,Stable,8.903,7.2,11.0,0.9160140927855959,Increasing
2019-05-20 19:12:59,2019-05-20 19:14:04,22.9378203838,22.91847247,22.9593124,0.008470955381122185,Stable,34.352845995100004,34.2656264,34.49057837,0.07184788333608162,Stable,972.7564928739998,972.6741313,972.8414659,0.036590003925579595,Stable,629.54,629,630,0.5009082659620331,Stable,4.133,3.9,4.6,0.18205060901415368,Stable,7.948,6.3,10.3,1.215595626543929,Decreasing
2019-05-20 19:14:05,2019-05-20 19:15:10,22.9546668579,22.93378744,22.97462738,0.009152100457613816,Stable,34.5262574286,34.47558091,34.56060112,0.01584167340262887,Stable,972.7760796179999,972.6898884,972.896626,0.03219881576603125,Stable,629.93,629,632,0.7420283421851624,Stable,4.2379999999999995,3.9,4.7,0.19004518335693674,Stable,10.803999999999998,9.5,12.9,0.9037430581484515,Increasing
2019-05-20 19:15:11,2019-05-20 19:16:17,22.962018047900006,22.93889243,22.98483737,0.011866370136426965,Stable,34.460681406999996,34.40562199,34.54563831,0.043702788700044584,Stable,972.8122479830001,972.7492933,972.8929957,0.03305847098457279,Stable,631.38,629,632,0.66332495807108,Stable,4.425,4.1,4.8,0.1742951171972062,Stable,9.501999999999999,7.6,11.3,0.996861742336084,Decreasing
2019-05-20 19:16:17,2019-05-20 19:17:23,22.946447820200007,22.93378744,22.9593124,0.004893311897182416,Stable,34.4412517735,34.38562418,34.49057837,0.022874681137223414,Stable,972.816942424,972.7456674,972.9687846,0.03693395667444171,Stable,631.57,630,632,0.5174724898753342,Stable,4.506,4.2,4.7,0.11084614872366409,Stable,10.479999999999997,7.2,13.3,1.5327403332896703,Increasing
2019-05-20 19:17:24,2019-05-20 19:18:29,22.9366462361,22.87763256,22.95420741,0.010696512670450275,Stable,34.4467805806,34.38060521,34.50559815,0.03944486493222616,Stable,972.7920522220002,972.6711287,972.8893639,0.03600507405693965,Stable,631.6,631,632,0.492365963917331,Stable,4.542000000000001,4.3,4.8,0.1429699410379819,Stable,9.549000000000001,7.4,12.0,0.9377056676761207,Stable
2019-05-20 19:18:30,2019-05-20 19:19:35,22.975188929799998,22.93889243,23.00525734,0.016010695799605092,Stable,34.4681582245,34.41566135,34.51070935,0.025522481537460853,Stable,972.7815363069999,972.6771219,972.8523511,0.03900208744769381,Stable,632.17,631,633,0.6365151334819269,Stable,4.686000000000001,4.5,5.0,0.11978094484297054,Stable,7.922999999999999,6.1,9.0,0.8974548749242229,Stable
2019-05-20 19:32:00,2019-05-20 19:49:35,23.381139795600003,22.96952239,24.00073694,0.39602761047473245,Increasing,34.5498293323,33.45523564,43.00164765,0.9765498348906668,Stable,972.8944716010001,972.5970648,973.2869603,0.24936453465056735,Stable,729.41,202,1015,156.57651145492397,Increasing,11.383000000000003,4.8,53.5,14.003109719565217,Increasing,17.301,7.0,68.5,16.873249972855398,Increasing
2019-05-21 05:32:57,2019-05-21 05:35:42,26.0350721913,26.00704482,26.06830684,0.015705793428058418,Stable,25.5219569652,24.47900922,26.04366571,0.2980112977283531,Stable,972.6390161840001,972.5718386,972.7355398,0.03344996413895005,Stable,544.54,541,548,1.7198778439121185,Decreasing,5.041,4.4,5.7,0.3411492756592461,Stable,12.078999999999999,9.2,16.0,1.840251135694322,Stable
2019-05-21 05:35:43,2019-05-21 05:38:32,26.009699510200004,25.99172933,26.03257066,0.010774370019783494,Stable,25.2097696645,24.49952788,25.9377872,0.4394547835382556,Decreasing,972.661079223,972.5370382,972.7814142,0.05237624361949158,Stable,539.54,537,542,1.6661817476378789,Decreasing,4.924,4.6,5.2,0.13862237054733118,Stable,11.21,9.0,14.2,1.2819256348686274,Stable
